,Sentiment,SentimentText,SentimentLema,SentimentStem
4907,1,<MENTION> ha ha u are potty! U know what wouldn't it be awful if you died in the living room,ha ha u potty U know awful die live room,ha ha u potty u know awful die live room
4908,1,<MENTION> glad you and ur friend had fun and got to meet<MENTION> Spread the word in Chicago and everywhere u go,glad ur friend fun get meet Spread word Chicago u,glad ur friend fun get meet spread word chicago u
4909,0,<MENTION> Where's Sonny at? damm i miss that kid,Sonny damm miss kid,sonny damm miss kid
4910,1,<MENTION> ;Planning on going after school sometime! I hate spiders too! I usuallty get Elaine or my dad too kill them! Lol!!,Planning go school hate spider usuallty Elaine dad kill Lol,planning go school hate spider usuallty elaine dad kill lol
4911,0,"<MENTION> I was all excited until I licked the screen and, instead of tasting ice cream, I tasted dust. So now I'm",excite lick screen instead taste ice cream taste dust,excite lick screen instead taste ice cream taste dust
4912,0,"<MENTION> I tried, but she didn't even give me a chance to say anything! I'll phone her just now to let her know I won't be able ...",try chance phone let know will able ...,try chance phone let know will able ...
4913,0,@ thatcameraguy i am sorry. Did you take something?,thatcameraguy sorry,thatcameraguy sorri
4914,0,<MENTION> What's wrong?,wrong,wrong
4915,1,<MENTION> HI Gwynne! How are you? You're on the roll with the games. You're always keeping me updated,HI Gwynne roll game keep update,hi gwynne roll game keep upd
4916,0,...on my twitter account so im gonna cancle my account today...later everyone,... twitter account be go to cancle account today ... late,... twitter account be go to cancle account today ... l
4917,1,<MENTION><MENTION><MENTION><MENTION><MENTION> ... thanks for following ... now go follow<MENTION>,MENTION><MENTION><MENTION><MENTION><MENTION ... thank follow ... follow,mention><mention><mention><mention><mention ... thank follow ... follow
4918,1,"<MENTION> Hey Travis, I listened to the Roybendoybens, songs are GREAT!!!",Hey Travis listen Roybendoybens song GREAT,hey travis listen roybendoybens song great
4919,0,<MENTION> 15-20 fighting and i have a feeling the vast majority are going to become customers <3,15 20 fight feel vast majority go customer <3,15 20 fight feel vast majority go customer <3
4920,1,<MENTION> Just messing wit u chica,mess wit u chica,mess wit u chica
4921,1,<MENTION> thanks for the follow friday,thank follow friday,thank follow friday
4922,0,<MENTION> I was wondering what happened to ceiling cat,wonder happen ceil cat,wonder happen ceil cat
4923,1,<MENTION> thats good are you going to the yearbook dance?,s good go yearbook dance,s good go yearbook d
4924,1,<MENTION> ur amazing!! Can you please folow me?,ur amaze folow,ur amaze folow
4925,1,"<MENTION> thanks for the mention That still seems to wide, did you use the new one?",thank mention wide use new,thank mention wide use new
4926,0,Roobbb!! Please come home!!,Roobbb come home,roobbb come hom
4927,1,"<MENTION> how long are u gonna be here? You know, in San Diego!",long u go to know San Diego,long u go to know san diego
4928,0,"<MENTION> almost 13, actually",13 actually,13 actual
4929,1,"<MENTION> Enjoy the cricket. I assume it's cricket anyway, lol.",Enjoy cricket assume cricket lol,enjoy cricket assume cricket lol
4930,0,& & & & & & my nanas in the hospital,nana hospital,nana hospit
4931,1,<MENTION>,,
4932,1,<MENTION> your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/12072/,tweet include Longest Poem World www.longestpoemintheworld.com/tweet/12072/,tweet include longest poem world www.longestpoemintheworld.com/tweet/12072/
4933,0,<MENTION><HASHTAG> indeed! I didn't get a<HASHTAG> and have no<HASHTAG> either,MENTION><HASHTAG,mention><hashtag
4934,1,<MENTION> Hey... I know you!!,Hey ... know,hey ... know
4935,1,"<MENTION> Well, I hope you enjoy the rest of your day. Wife loves her glider, too",hope enjoy rest day Wife love glider,hope enjoy rest day wife love glid
4936,1,<MENTION> - I have no idea. She is definately one of a kind.,idea definately kind,idea definately kind
4937,1,<MENTION> You're a good man. Your wife has taught you well,good man wife teach,good man wife teach
4938,1,<MENTION> awww thanks babe,awww thank babe,awww thank bab
4939,1,<HASHTAG> well done diversity. love that little kid with the curly hair,diversity love little kid curly hair,diversity love little kid curly hair
4940,1,"<MENTION> Hey Mr.Stockman! Love your tricks, there great! Hope your reply !",Hey Mr Stockman Love trick great Hope reply,hey mr stockman love trick great hope repli
4941,0,<MENTION> u know what they are right? ahh this is so weird! she ain' t gonna remain a virgin for too long...,u know right ahh weird ain t go to remain virgin long ...,u know right ahh weird ain t go to remain virgin long ...
4942,1,"<MENTION> awesome, thanks ill be there",awesome thank ill,awesome thank il
4943,0,<MENTION> at least you have an ipod,ipod,ipod
4944,1,<MENTION> hahaha.. ) now that's the reaction i was expecting.,hahaha .. reaction expect,hahaha .. reaction expect
4945,1,<MENTION> I should have listed you under 'ppl using my first and middle names w/o permission but who can blame them?',list ppl middle name without permission blame,list ppl middle name without permission blam
4946,1,"<MENTION> Ah...that works, anything works really",Ah ... work work,ah ... work work
4947,0,<MENTION> i wont be at beacon tonight but il be at jimmy fallon!!!<HASHTAG>,will not beacon tonight il jimmy fallon!!!<HASHTAG,will not beacon tonight il jimmy fallon!!!<hashtag
4948,0,no bonfire but maybe Venice Beach with Steph or comedy club with Sean,bonfire maybe Venice Beach Steph comedy club Sean,bonfire maybe venice beach steph comedy club sean
4949,1,<MENTION> Did you go watch up? Aww yea I own all the DVDs. I always like looking at how they animate the things and do voiceover.,watch Aww yea DVDs like look animate thing voiceover,watch aww yea dvds like look animate thing voiceov
4950,1,<MENTION> Ha ha ha Look at yr Twitter. I suspect they will go in 5 .. 4 .. 3 .. 2,Ha ha ha Look yr Twitter suspect 5 .. 4 .. 3 .. 2,ha ha ha look yr twitter suspect 5 .. 4 .. 3 .. 2
4951,0,"<MENTION> will you be blogging recollections from the show, setlist, emily's wardrobe notes etc? so bummed i could not attend myself",blogging recollection setlist emily wardrobe note etc bum attend,blogging recollection setlist emily wardrobe note etc bum attend
4952,1,<MENTION> says she has been blocked again and will create a second account to get round it,say block create 2 account round,say block create 2 account round
4953,0,<MENTION> you have my utmost sympathy i dont know how you can stand it XP,utmost sympathy not know stand XP,utmost sympathy not know stand xp
4954,1,<MENTION> lol i miss that movie! i have it around here somewhere. i gotta watch it,lol miss movie get to watch,lol miss movie get to watch
4955,1,<MENTION> Always did. Just cant do crazy thrs. Still don't know how yall do it.,not crazy thrs know -PRON-,not crazy thrs know -pron-
4956,1,<MENTION> haha..!Really?!! Listening Archie music!<3,haha .. !Really Listening Archie music!<3,haha .. !really listening archie music!<3
4957,0,<MENTION> lmao you were always a jerk to me,lmao jerk,lmao jerk
4958,1,<MENTION> that's so awesome!! wow haha I feel so connected. well anyway I CAN'T wait for you all to do a show around md!! I know,awesome wow haha feel connect CAN'T wait md know,awesome wow haha feel connect can't wait md know
4959,0,hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...,hurt foot whilst do exercise .... get cramp hurt pressure ...,hurt foot whilst do exercise .... get cramp hurt pressure ...
4960,1,<MENTION> I won't stay too late today!! Gotta get home and make sure I get my Joey CDs... LOL!! Take Care!! (thanks for the reminder)!,will stay late today Got to home sure Joey CD ... LOL Care thank reminder,will stay late today got to home sure joey cd ... lol care thank remind
4961,0,<MENTION> It's not as good as Mr C tho,good Mr C tho,good mr c tho
4962,1,<MENTION> <URL> - Holy shit I think I love you BTW I'm a friend of Brett's,Holy shit think love BTW friend Brett,holy shit think love btw friend brett
4963,0,today is startin off shakey. jus found out a friend of mine mother is in icu. damn yo. I'm cryin like its my mom and I never met her.,today startin shakey ju find friend mother icu damn yo cryin like mom meet,today startin shakey ju find friend mother icu damn yo cryin like mom meet
4964,1,<MENTION> bradie you will always be the innocent one! we blame everything in shaun and andy.,bradie innocent blame shaun andy,bradie innocent blame shaun andi
4965,0,<MENTION> I will call you later to get the details. Fatty,late detail Fatty,late detail fatti
4966,0,"<MENTION> That's probably for the best, he's got a killer headache and probably wouldn't be any fun anyway.",probably well get killer headache probably fun,probably well get killer headache probably fun
4967,0,<MENTION> meeee tooooooo,meeee tooooooo,meeee tooooooo
4968,1,"<MENTION> Hahaha, if you say so!",Hahaha,hahaha
4969,1,<MENTION><MENTION> enjoy newyork ha! shits dope wish i was with yall homies!<MENTION><MENTION> fuck with me,MENTION><MENTION enjoy newyork ha shit dope wish -PRON- homies!<MENTION><MENTION fuck,mention><mention enjoy newyork ha shit dope wish -pron- homies!<mention><mention fuck
4970,1,<MENTION> wow- you are getting good at your tweets!,wow- get good tweet,wow- get good tweet
4971,1,<MENTION> your not alone!,,
4972,0,"<MENTION> They already left without me, because there's a friend staying here ! And Nils didn't come with them I think.",leave friend stay Nils come think,leave friend stay nils come think
4973,1,"<MENTION>: Hey, at least you've got 'anchor' hair. Did you sign a photo release? LOL",Hey get anchor hair sign photo release LOL,hey get anchor hair sign photo release lol
4974,0,"<MENTION> what to do, im sorry",be sorry,be sorri
4975,1,<MENTION> its so good,good,good
4976,1,<MENTION> Time to dust off that Wii!,Time dust Wii,time dust wii
4977,1,<MENTION> OK I'm jealous but Enjoy yourself & have a great vacation!,OK jealous Enjoy great vacation,ok jealous enjoy great vac
4978,0,<MENTION> I'm out of beer sadly Knew I should have restocked while I was in HiLo this week.,beer sadly Knew restock HiLo week,beer sadly knew restock hilo week
4979,0,* for a while ... cant even type due to lack of snoozing :L,... not type lack snooze L,... not type lack snooze l
4980,1,<MENTION><MENTION> I'm with you on the 'girl drinks in bottles' as I like to call them.,MENTION><MENTION girl drink bottle like,mention><mention girl drink bottle lik
4981,0,<MENTION> like the feeling of what he needs eu desenhei o clipe todo no meu caderno /emo HUAHUAHUAHUA,like feel need eu desenhei o clipe todo meu caderno /emo HUAHUAHUAHUA,like feel need eu desenhei o clipe todo meu caderno /emo huahuahuahua
4982,0,<MENTION> i can't even shut off the black screen of death. itunes doesn't recognize it either.,shut black screen death itunes recognize,shut black screen death itunes recogn
4983,0,<MENTION> Horn That video is funny and bizarre at the same time. Sam was definitely the better rapper of the two. Sad he's gone now.,Horn video funny bizarre time Sam definitely well rapper Sad go,horn video funny bizarre time sam definitely well rapper sad go
4984,1,<MENTION> thank you so much,thank,thank
4985,0,<MENTION> dang I'm wide awake with nothin to do,dang wide awake nothing,dang wide awake noth
4986,1,"<HASHTAG> in the bath don't quite work Especially if you have no ducks! Only a polar bear,a seal & a whale.",bath work Especially duck polar bear seal whale,bath work especially duck polar bear seal whal
4987,1,<MENTION> aww. PARAMORE,aww PARAMORE,aww paramor
4988,1,<MENTION> i dont know!! im still confused with th math one,not know be confuse th math,not know be confuse th math
4989,0,<MENTION> it wont let me direct message u,will not let direct message u,will not let direct message u
4990,0,"<HASHTAG> 'Iran's supreme leader, Ayatollah Ali Khamenei, has called Ahmadinejad's win a 'divine assessment'.' -USAToday",Iran supreme leader Ayatollah Ali Khamenei call Ahmadinejad win divine assessment -USAToday,iran supreme leader ayatollah ali khamenei call ahmadinejad win divine assessment -usatoday
4991,0,"<MENTION> and again, I know we just friends right? still friends? again I'm sorry",know friend right friend sorry,know friend right friend sorri
4992,0,<MENTION> Omgggg! YES YOU PICKED VERY GOOD I'm so jealous,Omgggg YES PICKED GOOD jealous,omgggg yes picked good jeal
4993,0,<MENTION> aha well my mum and dads were both slightly younger than their actual ages and mine was way older!,aha mum dad slightly young actual age way old,aha mum dad slightly young actual age way old
4994,1,<MENTION> aww how cute is that!? I just take care of my little cousins...they're so fun! but they can be sooo mean!,aww cute care little cousin ... fun sooo mean,aww cute care little cousin ... fun sooo mean
4995,1,<MENTION> I do have a wii and that game is on my birthday wish list...should have it in a few days You'll have to come over and play!,wii game birthday wish list ... day come play,wii game birthday wish list ... day come play
4996,1,<MENTION> its been out since tuesday.,tuesday,tuesday
4997,1,"<MENTION> Would anyone want to invest in Facebook? Every time they redesigned their site, stock would drop 50%.",want invest Facebook time redesign site stock drop 50,want invest facebook time redesign site stock drop 50
4998,0,*yawwwwn!* im awake,yawwwwn be awake,yawwwwn be awak
4999,0,.. Well that was a sad movie.,.. sad movie,.. sad movi
5000,1,<MENTION> Check <URL> - we'll be posting show notes there - also there's a contact us<HASHTAG>,Check post note contact,check post note contact
